qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_formatted,q1_milliseconds,q2_formatted,q2_milliseconds,q3_formatted,q3_milliseconds
7401,982,830,9,33,2,01:42.0,01:40.3,01:39.8,01:42.010,102010,01:40.332,100332,01:39.814,99814
7402,982,817,9,3,3,01:42.1,01:40.4,01:39.8,01:42.063,102063,01:40.385,100385,01:39.840,99840
7403,982,8,6,7,4,01:43.3,01:40.5,01:40.1,01:43.328,103328,01:40.525,100525,01:40.069,100069
7404,982,1,131,44,5,01:42.5,01:40.6,01:40.1,01:42.455,102455,01:40.577,100577,01:40.126,100126
7405,982,822,131,77,6,01:43.1,01:41.4,01:40.8,01:43.137,103137,01:41.409,101409,01:40.810,100810
7406,982,807,4,27,7,01:42.6,01:41.3,01:41.0,01:42.586,102586,01:41.277,101277,01:41.013,101013
7407,982,4,1,14,8,01:42.1,01:41.4,01:41.2,01:42.086,102086,01:41.442,101442,01:41.179,101179
7408,982,838,1,2,9,01:42.2,01:41.2,01:41.4,01:42.222,102222,01:41.227,101227,01:41.398,101398
7409,982,832,5,55,10,01:42.2,01:41.8,01:42.1,01:42.176,102176,01:41.826,101826,01:42.056,102056
7410,982,835,4,30,11,01:42.5,01:42.1,\N,01:42.472,102472,01:42.107,102107,,
7411,982,815,10,11,12,01:43.6,01:42.2,\N,01:43.594,103594,01:42.246,102246,,
7412,982,826,5,26,13,01:42.5,01:42.3,\N,01:42.544,102544,01:42.338,102338,,
7413,982,839,10,31,14,01:43.6,01:42.8,\N,01:43.626,103626,01:42.760,102760,,
7414,982,154,210,8,15,01:43.6,01:43.9,\N,01:43.627,103627,01:43.883,103883,,
7415,982,825,210,20,16,01:43.8,\N,\N,01:43.756,103756,,,,
7416,982,13,3,19,17,01:44.0,\N,\N,01:44.014,104014,,,,
7417,982,840,3,18,18,01:44.7,\N,\N,01:44.728,104728,,,,
7418,982,836,15,94,19,01:45.1,\N,\N,01:45.059,105059,,,,
7419,982,828,15,9,20,01:45.6,\N,\N,01:45.570,105570,,,,
7420,983,1,131,44,1,01:31.6,01:31.0,01:30.1,01:31.605,91605,01:30.977,90977,01:30.076,90076
7421,983,8,6,7,2,01:32.3,01:30.9,01:30.1,01:32.259,92259,01:30.926,90926,01:30.121,90121
7422,983,830,9,33,3,01:31.9,01:30.9,01:30.5,01:31.920,91920,01:30.931,90931,01:30.541,90541
7423,983,817,9,3,4,01:32.4,01:31.1,01:30.6,01:32.416,92416,01:31.061,91061,01:30.595,90595
7424,983,20,6,5,20,,,,,,,,,
7425,983,839,10,31,6,01:32.5,01:31.7,01:31.5,01:32.500,92500,01:31.700,91700,01:31.500,91500
7426,983,838,1,2,7,01:32.8,01:31.8,01:31.6,01:32.800,92800,01:31.800,91800,01:31.600,91600
7427,983,807,4,27,8,01:32.6,01:31.8,01:31.6,01:32.600,92600,01:31.800,91800,01:31.600,91600
7428,983,815,10,11,9,01:32.8,01:31.5,01:31.7,01:32.800,92800,01:31.500,91500,01:31.700,91700
7429,983,4,1,14,10,01:33.0,01:32.0,01:31.7,01:33.000,93000,01:32.000,92000,01:31.700,91700
7430,983,13,3,19,11,01:32.3,01:32.0,,01:32.300,92300,01:32.000,92000,,
7431,983,835,4,30,12,01:32.6,01:32.1,,01:32.600,92600,01:32.100,92100,,
7432,983,840,3,18,13,01:33.0,01:32.3,,01:33.000,93000,01:32.300,92300,,
7433,983,832,5,55,14,01:32.7,01:32.4,,01:32.700,92700,01:32.400,92400,,
7434,983,842,5,10,15,01:32.5,01:32.6,,01:32.500,92500,01:32.600,92600,,
7435,983,154,210,8,16,01:33.3,,,01:33.300,93300,,,,
7436,983,825,210,20,17,01:33.4,,,01:33.400,93400,,,,
7437,983,836,15,94,18,01:33.5,,,01:33.500,93500,,,,
7438,983,828,15,9,19,01:34.0,,,01:34.000,94000,,,,
7439,983,822,131,77,5,01:32.3,01:30.8,01:30.8,01:32.300,92300,01:30.800,90800,01:30.800,90800
7440,984,1,131,44,1,01:29.0,01:27.8,01:27.3,01:29.000,89000,01:27.800,87800,01:27.300,87300
7441,984,822,131,77,2,01:29.3,01:28.5,01:27.7,01:29.300,89300,01:28.500,88500,01:27.700,87700
7442,984,20,6,5,3,01:29.4,01:28.2,01:27.8,01:29.400,89400,01:28.200,88200,01:27.800,87800
7443,984,817,9,3,4,01:29.5,01:28.9,01:28.3,01:29.500,89500,01:28.900,88900,01:28.300,88300
7444,984,830,9,33,5,01:29.2,01:28.7,01:28.3,01:29.200,89200,01:28.700,88700,01:28.300,88300
7445,984,8,6,7,6,01:29.2,01:29.1,01:28.5,01:29.200,89200,01:29.100,89100,01:28.500,88500
7446,984,839,10,31,7,01:30.1,01:29.2,01:29.1,01:30.100,90100,01:29.200,89200,01:29.100,89100
7447,984,815,10,11,8,01:29.7,01:29.3,01:29.3,01:29.700,89700,01:29.300,89300,01:29.300,89300
7448,984,13,3,19,9,01:30.4,01:29.7,01:29.5,01:30.400,90400,01:29.700,89700,01:29.500,89500
7449,984,4,1,14,10,01:30.5,01:29.7,01:30.7,01:30.500,90500,01:29.700,89700,01:30.700,90700
7450,984,838,1,2,11,01:30.7,01:29.8,\N,01:30.700,90700,01:29.800,89800,,
7451,984,807,4,27,12,01:30.3,01:29.9,\N,01:30.300,90300,01:29.900,89900,,
7452,984,825,210,20,13,01:30.8,01:30.0,\N,01:30.800,90800,01:30.000,90000,,
7453,984,835,4,30,14,01:30.5,01:30.0,\N,01:30.500,90500,01:30.000,90000,,
7454,984,832,5,55,15,01:30.6,01:30.4,\N,01:30.600,90600,01:30.400,90400,,
7455,984,154,210,8,16,01:30.8,\N,\N,01:30.800,90800,,,,
7456,984,842,5,10,17,01:31.3,\N,\N,01:31.300,91300,,,,
7457,984,840,3,18,18,01:31.4,\N,\N,01:31.400,91400,,,,
7458,984,828,15,9,19,01:31.6,\N,\N,01:31.600,91600,,,,
7459,984,836,15,94,20,01:31.9,\N,\N,01:31.900,91900,,,,
7460,985,1,131,44,1,01:34.8,01:33.4,01:33.1,01:34.800,94800,01:33.400,93400,01:33.100,93100
7461,985,20,6,5,2,01:35.4,01:34.1,01:33.3,01:35.400,95400,01:34.100,94100,01:33.300,93300
7462,985,822,131,77,3,01:35.3,01:33.8,01:33.6,01:35.300,95300,01:33.800,93800,01:33.600,93600
7463,985,817,9,3,4,01:36.0,01:34.5,01:33.6,01:36.000,96000,01:34.500,94500,01:33.600,93600
7464,985,8,6,7,5,01:35.6,01:33.8,01:33.6,01:35.600,95600,01:33.800,93800,01:33.600,93600
7465,985,830,9,33,6,01:34.9,01:34.7,01:33.7,01:34.900,94900,01:34.700,94700,01:33.700,93700
7466,985,839,10,31,7,01:35.8,01:35.1,01:34.6,01:35.800,95800,01:35.100,95100,01:34.600,94600
7467,985,832,4,55,8,01:35.5,01:34.9,01:34.9,01:35.500,95500,01:34.900,94900,01:34.900,94900
7468,985,4,1,14,9,01:35.7,01:35.0,01:35.0,01:35.700,95700,01:35.000,95000,01:35.000,95000
7469,985,815,10,11,10,01:36.4,01:34.8,01:35.1,01:36.400,96400,01:34.800,94800,01:35.100,95100
7470,985,13,3,19,11,01:35.6,01:35.2,\N,01:35.600,95600,01:35.200,95200,,
7471,985,826,5,26,12,01:36.1,01:35.5,\N,01:36.100,96100,01:35.500,95500,,
7472,985,838,1,2,13,01:36.3,01:35.6,\N,01:36.300,96300,01:35.600,95600,,
7473,985,154,210,8,14,01:36.8,01:35.9,\N,01:36.800,96800,01:35.900,95900,,
7474,985,807,4,27,15,01:35.7,\N,\N,01:35.700,95700,,,,
7475,985,828,15,9,16,01:36.8,\N,\N,01:36.800,96800,,,,
7476,985,840,3,18,17,01:36.9,\N,\N,01:36.900,96900,,,,
7477,985,843,5,39,18,01:36.9,\N,\N,01:36.900,96900,,,,
7478,985,836,15,94,19,01:37.2,\N,\N,01:37.200,97200,,,,
7479,985,825,210,20,20,01:37.4,\N,\N,01:37.400,97400,,,,
7480,986,20,6,5,1,01:17.7,01:16.9,01:16.5,01:17.700,77700,01:16.900,76900,01:16.500,76500
7481,986,830,9,33,2,01:17.6,01:16.5,01:16.6,01:17.600,77600,01:16.500,76500,01:16.600,76600
7482,986,1,131,44,3,01:17.5,01:17.0,01:16.9,01:17.500,77500,01:17.000,77000,01:16.900,76900
7483,986,822,131,77,4,01:17.6,01:17.2,01:17.0,01:17.600,77600,01:17.200,77200,01:17.000,77000
7484,986,8,6,7,5,01:18.1,01:17.5,01:17.2,01:18.100,78100,01:17.500,77500,01:17.200,77200
7485,986,839,10,31,6,01:18.3,01:17.8,01:17.4,01:18.300,78300,01:17.800,77800,01:17.400,77400
7486,986,817,9,3,7,01:18.2,01:17.6,01:17.4,01:18.200,78200,01:17.600,77600,01:17.400,77400
7487,986,807,4,27,8,01:18.3,01:17.8,01:17.5,01:18.300,78300,01:17.800,77800,01:17.500,77500
7488,986,832,4,55,9,01:18.4,01:17.8,01:17.8,01:18.400,78400,01:17.800,77800,01:17.800,77800
7489,986,815,10,11,10,01:18.0,01:17.9,01:17.8,01:18.000,78000,01:17.900,77900,01:17.800,77800
7490,986,13,3,19,11,01:18.6,01:18.1,\N,01:18.600,78600,01:18.100,78100,,
7491,986,840,3,18,12,01:18.9,01:19.2,\N,01:18.900,78900,01:19.200,79200,,
7492,986,843,5,28,13,01:18.7,\N,\N,01:18.700,78700,,,,
7493,986,4,1,14,14,01:17.7,\N,\N,01:17.700,77700,,,,
7494,986,838,1,2,15,01:18.6,\N,\N,01:18.600,78600,,,,
7495,986,828,15,9,16,01:19.2,\N,\N,01:19.200,79200,,,,
7496,986,836,15,94,17,01:19.3,\N,\N,01:19.300,79300,,,,
7497,986,825,210,20,18,01:19.4,\N,\N,01:19.400,79400,,,,
7498,986,154,210,8,19,01:19.5,\N,\N,01:19.500,79500,,,,
7499,987,822,131,77,1,01:09.5,01:08.6,01:08.3,01:09.500,69500,01:08.600,68600,01:08.300,68300
7500,987,20,6,5,2,01:09.6,01:08.5,01:08.4,01:09.600,69600,01:08.500,68500,01:08.400,68400
7501,987,8,6,7,3,01:09.4,01:09.1,01:08.5,01:09.400,69400,01:09.100,69100,01:08.500,68500
7502,987,830,9,33,4,01:09.8,01:09.0,01:08.9,01:09.800,69800,01:09.000,69000,01:08.900,68900
7503,987,817,9,3,5,01:09.8,01:09.5,01:09.3,01:09.800,69800,01:09.500,69500,01:09.300,69300
7504,987,815,10,11,6,01:10.1,01:09.8,01:09.6,01:10.100,70100,01:09.800,69800,01:09.600,69600
7505,987,4,1,14,7,01:10.2,01:09.6,01:09.6,01:10.200,70200,01:09.600,69600,01:09.600,69600
7506,987,807,4,27,8,01:10.1,01:09.7,01:09.7,01:10.100,70100,01:09.700,69700,01:09.700,69700
7507,987,832,4,55,9,01:10.2,01:09.8,01:09.8,01:10.200,70200,01:09.800,69800,01:09.800,69800
7508,987,13,3,19,10,01:09.8,01:09.6,01:09.8,01:09.800,69800,01:09.600,69600,01:09.800,69800
7509,987,839,10,31,11,01:10.2,01:09.8,,01:10.200,70200,01:09.800,69800,,
7510,987,154,210,8,12,01:10.1,01:09.9,,01:10.100,70100,01:09.900,69900,,
7511,987,838,1,2,13,01:10.3,01:10.1,,01:10.300,70300,01:10.100,70100,,
7512,987,825,210,20,14,01:10.5,01:10.2,,01:10.500,70500,01:10.200,70200,,
7513,987,843,5,28,15,01:10.6,,,01:10.600,70600,,,,
7514,987,836,15,94,16,01:10.7,,,01:10.700,70700,,,,
7515,987,842,5,10,17,01:10.7,,,01:10.700,70700,,,,
7516,987,840,3,18,18,01:10.8,,,01:10.800,70800,,,,
7517,987,828,15,9,19,01:10.9,,,01:10.900,70900,,,,
7520,988,822,131,77,1,01:37.4,01:36.8,01:36.2,01:37.400,97400,01:36.800,96800,01:36.200,96200
7519,987,1,131,44,20,\N,\N,\N,,,,,,
7521,988,1,131,44,2,01:37.4,01:36.7,01:36.4,01:37.400,97400,01:36.700,96700,01:36.400,96400
7522,988,20,6,5,3,01:37.8,01:37.0,01:36.8,01:37.800,97800,01:37.000,97000,01:36.800,96800
7523,988,817,9,3,4,01:38.0,01:37.6,01:37.0,01:38.000,98000,01:37.600,97600,01:37.000,97000
7524,988,8,6,7,5,01:37.5,01:37.3,01:37.0,01:37.500,97500,01:37.300,97300,01:37.000,97000
7525,988,830,9,33,6,01:38.0,01:37.8,01:37.3,01:38.000,98000,01:37.800,97800,01:37.300,97300
7526,988,807,4,27,7,01:38.8,01:38.1,01:38.3,01:38.800,98800,01:38.100,98100,01:38.300,98300
7527,988,815,10,11,8,01:38.6,01:38.4,01:38.4,01:38.600,98600,01:38.400,98400,01:38.400,98400
7528,988,839,10,31,9,01:38.9,01:38.4,01:38.4,01:38.900,98900,01:38.400,98400,01:38.400,98400
7529,988,13,3,19,10,01:38.6,01:38.6,01:38.6,01:38.600,98600,01:38.600,98600,01:38.600,98600
7530,988,4,1,14,11,01:38.8,01:38.6,\N,01:38.800,98800,01:38.600,98600,,
7531,988,832,4,55,12,01:38.8,01:38.7,\N,01:38.800,98800,01:38.700,98700,,
7532,988,838,1,2,13,01:38.8,01:38.8,\N,01:38.800,98800,01:38.800,98800,,
7533,988,825,210,20,14,01:39.4,01:39.3,\N,01:39.400,99400,01:39.300,99300,,
7534,988,840,3,18,15,01:39.5,01:39.6,\N,01:39.500,99500,01:39.600,99600,,
7535,988,154,210,8,16,01:39.5,\N,\N,01:39.500,99500,,,,
7536,988,842,5,10,17,01:39.7,\N,\N,01:39.700,99700,,,,
7537,988,836,15,94,18,01:39.9,\N,\N,01:39.900,99900,,,,
7538,988,828,15,9,19,01:40.0,\N,\N,01:40.000,100000,,,,
7539,988,843,5,28,20,01:40.5,\N,\N,01:40.500,100500,,,,
7540,989,1,131,44,1,01:22.8,01:22.1,01:21.2,01:22.800,82800,01:22.100,82100,01:21.200,81200
7541,989,8,6,7,2,01:23.1,01:22.5,01:21.8,01:23.100,83100,01:22.500,82500,01:21.800,81800
7542,989,20,6,5,3,01:23.3,01:21.9,01:21.8,01:23.300,83300,01:21.900,81900,01:21.800,81800
7543,989,830,9,33,4,01:23.5,01:22.4,01:21.9,01:23.500,83500,01:22.400,82400,01:21.900,81900
7544,989,817,9,3,5,01:23.5,01:22.9,01:22.2,01:23.500,83500,01:22.900,82900,01:22.200,82200
7545,989,825,210,20,6,01:23.9,01:23.3,01:23.2,01:23.900,83900,01:23.300,83300,01:23.200,83200
7546,989,154,210,8,7,01:23.7,01:23.5,01:23.3,01:23.700,83700,01:23.500,83500,01:23.300,83300
7547,989,807,4,27,8,01:23.8,01:23.5,01:23.5,01:23.800,83800,01:23.500,83500,01:23.500,83500
7548,989,832,4,55,9,01:23.5,01:23.1,01:23.6,01:23.500,83500,01:23.100,83100,01:23.600,83600
7549,989,822,131,77,10,01:23.7,01:22.1,,01:23.700,83700,01:22.100,82100,,
7550,989,4,1,14,11,01:23.6,01:23.7,,01:23.600,83600,01:23.700,83700,,
7551,989,838,1,2,12,01:24.1,01:23.9,,01:24.100,84100,01:23.900,83900,,
7552,989,815,10,11,13,01:24.3,01:24.0,,01:24.300,84300,01:24.000,84000,,
7553,989,840,3,18,14,01:24.5,01:24.2,,01:24.500,84500,01:24.200,84200,,
7554,989,839,10,31,15,01:24.5,01:24.8,,01:24.500,84500,01:24.800,84800,,
7555,989,843,5,28,16,01:24.5,,,01:24.500,84500,,,,
7556,989,828,15,9,17,01:24.6,,,01:24.600,84600,,,,
7557,989,844,15,16,18,01:24.6,,,01:24.600,84600,,,,
7558,989,845,3,35,19,01:24.9,,,01:24.900,84900,,,,
7559,989,842,5,10,20,01:25.3,,,01:25.300,85300,,,,
7560,990,20,6,5,1,01:29.1,01:28.3,01:28.0,01:29.100,89100,01:28.300,88300,01:28.000,88000
7561,990,8,6,7,2,01:29.0,01:28.5,01:28.1,01:29.000,89000,01:28.500,88500,01:28.100,88100
7562,990,822,131,77,3,01:29.3,01:28.8,01:28.1,01:29.300,89300,01:28.800,88800,01:28.100,88100
7563,990,1,131,44,4,01:29.4,01:28.5,01:28.2,01:29.400,89400,01:28.500,88500,01:28.200,88200
7564,990,817,9,3,5,01:29.6,01:29.0,01:28.4,01:29.600,89600,01:29.000,89000,01:28.400,88400
7565,990,842,5,10,6,01:30.1,01:29.8,01:29.3,01:30.100,90100,01:29.800,89800,01:29.300,89300
7566,990,825,210,20,7,01:29.6,01:29.6,01:29.4,01:29.600,89600,01:29.600,89600,01:29.400,89400
7567,990,807,4,27,8,01:30.3,01:29.2,01:29.6,01:30.300,90300,01:29.200,89200,01:29.600,89600
7568,990,839,10,31,9,01:30.3,01:30.0,01:29.9,01:30.300,90300,01:30.000,90000,01:29.900,89900
7569,990,832,4,55,10,01:29.9,01:29.8,01:30.0,01:29.900,89900,01:29.800,89800,01:30.000,90000
7570,990,843,5,28,11,01:30.4,01:30.1,\N,01:30.400,90400,01:30.100,90100,,
7571,990,815,10,11,12,01:30.2,01:30.2,\N,01:30.200,90200,01:30.200,90200,,
7572,990,4,1,14,13,01:30.5,01:30.2,\N,01:30.500,90500,01:30.200,90200,,
7573,990,838,1,2,14,01:30.5,01:30.5,\N,01:30.500,90500,01:30.500,90500,,
7574,990,830,9,33,15,01:29.4,\N,\N,01:29.400,89400,,,,
7575,990,154,210,8,16,01:30.5,\N,\N,01:30.500,90500,,,,
7576,990,828,15,9,17,01:31.1,\N,\N,01:31.100,91100,,,,
7577,990,845,3,35,18,01:31.4,\N,\N,01:31.400,91400,,,,
7578,990,844,15,16,19,01:31.4,\N,\N,01:31.400,91400,,,,
7579,990,840,3,18,20,01:31.5,\N,\N,01:31.500,91500,,,,
7580,991,20,6,5,1,01:32.2,01:32.4,01:31.1,01:32.200,92200,01:32.400,92400,01:31.100,91100
7581,991,8,6,7,2,01:32.5,01:32.3,01:31.2,01:32.500,92500,01:32.300,92300,01:31.200,91200
7582,991,822,131,77,3,01:32.9,01:32.1,01:31.6,01:32.900,92900,01:32.100,92100,01:31.600,91600
7583,991,1,131,44,4,01:33.3,01:31.9,01:31.7,01:33.300,93300,01:31.900,91900,01:31.700,91700
7584,991,830,9,33,5,01:32.9,01:32.8,01:31.8,01:32.900,92900,01:32.800,92800,01:31.800,91800
7585,991,817,9,3,6,01:33.9,01:32.7,01:31.9,01:33.900,93900,01:32.700,92700,01:31.900,91900
7586,991,807,4,27,7,01:33.5,01:32.5,01:32.5,01:33.500,93500,01:32.500,92500,01:32.500,92500
7587,991,815,10,11,8,01:33.5,01:32.9,01:32.8,01:33.500,93500,01:32.900,92900,01:32.800,92800
7588,991,832,4,55,9,01:33.3,01:33.0,01:32.8,01:33.300,93300,01:33.000,93000,01:32.800,92800
7589,991,154,210,8,10,01:33.2,01:32.5,01:32.9,01:33.200,93200,01:32.500,92500,01:32.900,92900
7590,991,825,210,20,11,01:33.4,01:33.0,\N,01:33.400,93400,01:33.000,93000,,
7591,991,839,10,31,12,01:33.6,01:33.1,\N,01:33.600,93600,01:33.100,93100,,
7592,991,4,1,14,13,01:33.4,01:33.2,\N,01:33.400,93400,01:33.200,93200,,
7593,991,838,1,2,14,01:33.8,01:33.5,\N,01:33.800,93800,01:33.500,93500,,
7594,991,843,5,28,15,01:34.0,01:33.8,\N,01:34.000,94000,01:33.800,93800,,
7595,991,845,3,35,16,01:34.1,\N,\N,01:34.100,94100,,,,
7596,991,842,5,10,17,01:34.1,\N,\N,01:34.100,94100,,,,
7597,991,840,3,18,18,01:34.3,\N,\N,01:34.300,94300,,,,
7598,991,844,15,16,19,01:34.5,\N,\N,01:34.500,94500,,,,
7599,991,828,15,9,20,01:34.9,\N,\N,01:34.900,94900,,,,
7600,992,20,6,5,1,01:42.8,01:43.0,01:41.5,01:42.800,102800,01:43.000,103000,01:41.500,101500
7601,992,1,131,44,2,01:42.7,01:42.7,01:41.7,01:42.700,102700,01:42.700,102700,01:41.700,101700
7602,992,822,131,77,3,01:43.4,01:42.7,01:41.8,01:43.400,103400,01:42.700,102700,01:41.800,101800
7603,992,817,9,3,4,01:42.9,01:43.5,01:41.9,01:42.900,102900,01:43.500,103500,01:41.900,101900
7604,992,830,9,33,5,01:42.6,01:42.9,01:42.0,01:42.600,102600,01:42.900,102900,01:42.000,102000
7605,992,8,6,7,6,01:42.5,01:42.5,01:42.5,01:42.500,102500,01:42.500,102500,01:42.500,102500
7606,992,839,10,31,7,01:43.0,01:43.0,01:42.5,01:43.000,103000,01:43.000,103000,01:42.500,102500
7607,992,815,10,11,8,01:44.0,01:43.4,01:42.5,01:44.000,104000,01:43.400,103400,01:42.500,102500
7608,992,807,4,27,9,01:43.7,01:43.2,01:43.1,01:43.700,103700,01:43.200,103200,01:43.100,103100
7609,992,832,4,55,10,01:43.4,01:43.5,01:43.4,01:43.400,103400,01:43.500,103500,01:43.400,103400
7610,992,840,3,18,11,01:44.4,01:43.6,,01:44.400,104400,01:43.600,103600,,
7611,992,845,3,35,12,01:44.3,01:43.9,,01:44.300,104300,01:43.900,103900,,
7612,992,4,1,14,13,01:44.0,01:44.0,,01:44.000,104000,01:44.000,104000,,
7613,992,844,15,16,14,01:43.8,01:44.1,,01:43.800,103800,01:44.100,104100,,
7614,992,825,210,20,15,01:43.7,01:44.8,,01:43.700,103700,01:44.800,104800,,
7615,992,838,1,2,16,01:44.5,,,01:44.500,104500,,,,
7616,992,842,5,10,17,01:44.5,,,01:44.500,104500,,,,
7617,992,828,15,9,18,01:45.5,,,01:45.500,105500,,,,
7618,992,843,5,28,19,01:57.4,\N,\N,01:57.400,117400,,,,
7619,992,154,210,8,20,\N,\N,\N,,,,,,
7620,993,1,131,44,1,01:17.6,01:17.2,01:16.2,01:17.600,77600,01:17.200,77200,01:16.200,76200
7621,993,822,131,77,2,01:17.7,01:17.1,01:16.2,01:17.700,77700,01:17.100,77100,01:16.200,76200
7622,993,20,6,5,3,01:17.0,01:16.8,01:16.3,01:17.000,77000,01:16.800,76800,01:16.300,76300
7623,993,8,6,7,4,01:17.5,01:17.1,01:16.6,01:17.500,77500,01:17.100,77100,01:16.600,76600
7624,993,830,9,33,5,01:17.4,01:17.3,01:16.8,01:17.400,77400,01:17.300,77300,01:16.800,76800
7625,993,817,9,3,6,01:17.6,01:17.6,01:16.8,01:17.600,77600,01:17.600,77600,01:16.800,76800
7626,993,825,210,20,7,01:18.2,01:17.6,01:17.7,01:18.200,78200,01:17.600,77600,01:17.700,77700
7627,993,4,1,14,8,01:18.3,01:18.1,01:17.7,01:18.300,78300,01:18.100,78100,01:17.700,77700
7628,993,832,4,55,9,01:18.5,01:17.8,01:17.8,01:18.500,78500,01:17.800,77800,01:17.800,77800
7629,993,154,210,8,10,01:18.3,01:17.7,01:17.8,01:18.300,78300,01:17.700,77700,01:17.800,77800
7630,993,838,1,2,11,01:18.9,01:18.3,,01:18.900,78900,01:18.300,78300,,
7631,993,842,5,10,12,01:18.5,01:18.5,,01:18.500,78500,01:18.500,78500,,
7632,993,839,10,31,13,01:18.8,01:18.7,,01:18.800,78800,01:18.700,78700,,
7633,993,844,15,16,14,01:18.7,01:18.9,,01:18.700,78700,01:18.900,78900,,
7634,993,815,10,11,15,01:18.7,01:19.1,,01:18.700,78700,01:19.100,79100,,
7635,993,807,4,27,16,01:18.9,,,01:18.900,78900,,,,
7636,993,828,15,9,17,01:19.5,,,01:19.500,79500,,,,
7637,993,845,3,35,18,01:19.7,,,01:19.700,79700,,,,
7638,993,840,3,18,19,01:20.2,,,01:20.200,80200,,,,
7639,993,843,5,28,20,,,,,,,,,
7640,994,817,9,3,1,01:12.0,01:11.3,01:10.8,01:12.000,72000,01:11.300,71300,01:10.800,70800
7641,994,20,6,5,2,01:12.4,01:11.5,01:11.0,01:12.400,72400,01:11.500,71500,01:11.000,71000
7642,994,1,131,44,3,01:12.5,01:11.6,01:11.2,01:12.500,72500,01:11.600,71600,01:11.200,71200
7643,994,8,6,7,4,01:12.6,01:11.4,01:11.3,01:12.600,72600,01:11.400,71400,01:11.300,71300
7644,994,4,1,14,7,01:12.7,01:12.3,01:12.1,01:12.700,72700,01:12.300,72300,01:12.100,72100
7645,994,832,4,55,8,01:13.0,01:12.3,01:12.1,01:13.000,73000,01:12.300,72300,01:12.100,72100
7646,994,815,10,11,9,01:12.8,01:12.2,01:12.2,01:12.800,72800,01:12.200,72200,01:12.200,72200
7647,994,842,5,10,10,01:12.9,01:12.3,01:12.2,01:12.900,72900,01:12.300,72300,01:12.200,72200
7648,994,838,1,2,12,01:12.5,01:12.4,,01:12.500,72500,01:12.400,72400,,
7649,994,845,3,35,13,01:12.7,01:12.5,,01:12.700,72700,01:12.500,72500,,
7650,994,844,15,16,14,01:12.8,01:12.7,,01:12.800,72800,01:12.700,72700,,
7651,994,154,210,8,15,01:12.9,01:12.7,,01:12.900,72900,01:12.700,72700,,
7652,994,843,5,28,16,01:13.2,,,01:13.200,73200,,,,
7653,994,828,15,9,17,01:13.3,,,01:13.300,73300,,,,
7654,994,840,3,18,18,01:13.3,,,01:13.300,73300,,,,
7655,994,825,210,20,19,01:13.4,,,01:13.400,73400,,,,
7656,994,830,9,33,20,,,,,,,,,
7657,994,822,131,77,5,01:12.4,01:12.0,01:11.4,01:12.400,72400,01:12.000,72000,01:11.400,71400
7658,994,839,10,31,6,01:13.0,01:12.2,01:12.1,01:13.000,73000,01:12.200,72200,01:12.100,72100
7659,994,807,4,27,11,01:13.1,01:12.4,,01:13.100,73100,01:12.400,72400,,
7660,995,20,6,5,1,01:11.7,01:11.5,01:10.8,01:11.700,71700,01:11.500,71500,01:10.800,70800
7661,995,822,131,77,2,01:11.9,01:11.5,01:10.9,01:11.900,71900,01:11.500,71500,01:10.900,70900
7662,995,830,9,33,3,01:12.0,01:11.5,01:10.9,01:12.000,72000,01:11.500,71500,01:10.900,70900
7663,995,1,131,44,4,01:11.8,01:11.7,01:11.0,01:11.800,71800,01:11.700,71700,01:11.000,71000
7664,995,8,6,7,5,01:11.7,01:11.6,01:11.1,01:11.700,71700,01:11.600,71600,01:11.100,71100
7665,995,817,9,3,6,01:12.5,01:11.4,01:11.1,01:12.500,72500,01:11.400,71400,01:11.100,71100
7666,995,807,4,27,7,01:12.8,01:11.9,01:12.0,01:12.800,72800,01:11.900,71900,01:12.000,72000
7667,995,839,10,31,8,01:12.6,01:12.1,01:12.1,01:12.600,72600,01:12.100,72100,01:12.100,72100
7668,995,832,4,55,9,01:12.7,01:12.1,01:12.2,01:12.700,72700,01:12.100,72100,01:12.200,72200
7669,995,815,10,11,10,01:12.7,01:12.4,01:12.7,01:12.700,72700,01:12.400,72400,01:12.700,72700
7670,995,843,5,28,12,01:12.6,01:12.6,,01:12.600,72600,01:12.600,72600,,
7671,995,4,1,14,14,01:13.0,01:12.9,,01:13.000,73000,01:12.900,72900,,
7672,995,838,1,2,15,01:13.0,01:12.9,,01:13.000,73000,01:12.900,72900,,
7673,995,842,5,10,16,01:13.0,,,01:13.000,73000,,,,
7674,995,840,3,18,17,01:13.6,,,01:13.600,73600,,,,
7675,995,845,3,35,18,01:13.6,,,01:13.600,73600,,,,
7676,995,828,15,9,19,01:14.6,,,01:14.600,74600,,,,
7677,995,154,210,8,20,,,,,,,,,
7678,995,825,210,20,11,01:12.7,01:12.6,\N,01:12.700,72700,01:12.600,72600,,
7679,995,844,15,16,13,01:12.9,01:12.7,\N,01:12.900,72900,01:12.700,72700,,
7680,996,1,131,44,1,01:31.3,01:30.6,01:30.0,01:31.300,91300,01:30.600,90600,01:30.000,90000
7681,996,822,131,77,2,01:31.8,01:31.2,01:30.1,01:31.800,91800,01:31.200,91200,01:30.100,90100
7682,996,20,6,5,3,01:31.8,01:30.8,01:30.4,01:31.800,91800,01:30.800,90800,01:30.400,90400
